Company,Inches,RAM,Memory,OpSys,Weights,Price,X_res,Y_res,ppi,Gaming,Touchscreen,Cpu Brand,Gpu brand
ASUS,15.6,16,1024,Windows,3.6,2150.0,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,NVIDIA
HP,13.3,16,512,Windows,4.7,699.99,1920.0,1080.0,165.6321180513006,0,0,Intel Core i5,Intel 
Dell,14.0,16,256,Windows,3,246.98,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
ASUS,15.6,16,1024,Windows,4.62,2299.0,3840.0,2160.0,282.42399616439724,1,0,Intel Core i7,NVIDIA
HP,15.6,8,256,Windows,8,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,AMD
Acer,15.6,8,256,Windows,1,479.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i5,Intel 
Dell,15.6,16,512,Windows,4,1999.0,1920.0,1200.0,145.1381712624093,0,0,Intel Core i7,NVIDIA
SAMSUNG,14.0,4,64,Windows,4.36,145.0,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
HP,17.3,12,1000,Windows,4.56,429.0,1600.0,900.0,106.11306214269258,0,1,AMD Processor,AMD
HP,12.3,8,128,Windows,5.24,799.99,1920.0,1280.0,187.6059200241425,0,1,Intel Core i5,Intel 
HP,15.6,32,1024,Windows,3.86,699.99,1920.0,1080.0,141.21199808219862,0,1,AMD Processor,AMD
Dell,14.0,32,2048,Windows,7,699.99,1920.0,1200.0,161.72539083525606,0,1,AMD Processor,AMD
Dell,14.0,8,1024,Windows,5,259.99,1366.0,768.0,111.93520355955211,0,0,Intel Core i5,Intel 
Dell,15.6,32,1024,Windows,6.8,1999.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,NVIDIA
ASUS,16.0,16,512,Windows,5.8,999.99,1900.0,1200.0,140.45128158902645,0,0,Intel Core i7,Intel 
GIGABYTE,17.3,32,1024,Windows,10.18,2049.0,1920.0,1080.0,127.33567457123111,0,0,Intel Core i7,NVIDIA
Acer,14.0,16,512,Windows,5.7,699.99,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
Dell,17.0,32,512,Windows,10.5,3999.99,1920.0,1080.0,129.58277471072344,0,1,Intel Core i9,Intel 
HP,15.6,32,1024,Windows,4.6,699.99,1920.0,1080.0,141.21199808219862,0,0,AMD Processor,AMD
Lenovo,14.0,16,512,Windows,8,699.99,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
HP,15.6,12,256,Windows,4.1,699.99,1920.0,1080.0,141.21199808219862,0,1,AMD Processor,AMD
Lenovo,14.0,16,512,Windows,3,228.99,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
Apple,11.6,8,128,Others/Linux/Mac OS,2.11,284.0,1366.0,768.0,135.0942111925629,0,0,Intel Core i5,Intel 
Dell,15.6,16,512,Windows,9.4,1243.87,1920.0,1080.0,141.21199808219862,0,0,Intel Core i5,Intel 
Lenovo,14.0,8,512,Windows,1,901.29,1920.0,1080.0,157.3505121487356,0,1,Intel Core i7,Intel 
HP,14.0,4,512,Windows,3.24,212.78,1366.0,768.0,111.93520355955211,0,0,Celeron Processor,Intel 
HP,15.6,12,1024,Windows,4.85,599.0,1366.0,768.0,100.45466986113651,0,1,Intel Core i7,Intel 
Acer,14.0,4,64,Chrome OS,3.75,182.9,1366.0,786.0,112.57088469774347,0,0,Celeron Processor,Intel 
Lenovo,15.6,16,512,Windows,5,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
Lenovo,14.0,4,32,Chrome OS,4.6,129.99,1920.0,1080.0,157.3505121487356,0,1,AMD Processor,AMD
Dell,15.6,32,1024,Windows,3.72,1145.0,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
Lenovo,15.6,16,512,Windows,3.58,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
HP,14.0,16,1024,Windows,6,699.99,1366.0,768.0,111.93520355955211,0,0,Athlon Processor,AMD
Lenovo,16.0,32,1024,Windows,11,699.99,2560.0,1600.0,188.67962264113208,1,0,AMD Processor,NVIDIA
MSI,15.6,16,512,Windows,7.3,849.0,1920.0,1080.0,141.21199808219862,1,0,Intel Core i7,NVIDIA
Dell,17.0,16,1024,Windows,5.67,2098.0,1900.0,1200.0,132.18944149555432,0,0,Intel Core i7,NVIDIA
HP,16.0,16,512,Windows,4.45,699.99,3072.0,1920.0,226.4155471693585,0,0,Intel Core i7,Intel 
Acer,11.6,4,512,Chrome OS,8,49.99,1920.0,1080.0,189.90579052433606,0,0,Intel Core i7,Intel 
ROKC,15.6,16,1000,Windows,3.75,899.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i5,Intel 
LENOVO - THINKPAD OPTIONS ACCES,16.0,16,512,Others/Linux/Mac OS,8,699.99,1920.0,1080.0,137.68169813014364,0,0,Intel Core i7,Intel 
HP,17.0,8,512,Windows,4.53,605.0,1920.0,1080.0,129.58277471072344,0,0,Intel Core i5,Intel 
Lenovo,15.6,12,1024,Windows,4.18,1249.0,1920.0,1080.0,141.21199808219862,0,1,Intel Core i7,Intel 
Dell,15.6,8,512,Windows,4.5,699.95,1920.0,1080.0,141.21199808219862,0,1,Intel Core i7,Intel 
HP,14.0,4,512,Chrome OS,3.24,179.0,1366.0,768.0,111.93520355955211,0,0,Celeron Processor,Intel 
Lenovo,14.0,16,512,Windows,6.9,699.99,1920.0,1200.0,161.72539083525606,0,1,Intel Core i5,Intel 
HP,15.6,32,1000,Windows,3.93,899.99,1920.0,1080.0,141.21199808219862,0,1,AMD Processor,AMD
Lenovo,11.6,4,500,Windows,3.05,699.99,1366.0,768.0,135.0942111925629,0,1,Celeron Processor,Intel 
Dell,15.6,8,1024,Windows,3.92,1159.81,1920.0,1080.0,141.21199808219862,0,0,Other Intel Processor,NVIDIA
Lenovo,15.6,16,2048,Windows,9.45,1777.5,1920.0,1080.0,141.21199808219862,1,0,Intel Core i7,NVIDIA
Dell,14.0,32,512,Windows,1.48,1715.69,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,NVIDIA
Panasonic,13.1,16,1024,Windows,7.9,564.9,1024.0,768.0,97.70992366412214,0,1,Intel Core i5,Intel 
SAMSUNG,13.3,8,256,Windows,1.92,769.0,1920.0,1080.0,165.6321180513006,0,0,Intel Core i5,Intel 
Best Notebooks,15.6,64,1024,Windows,4.4,3799.81,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
HP,14.0,8,8,Windows,3.5,499.99,1366.0,768.0,111.93520355955211,0,0,AMD Processor,Intel 
HP,17.3,16,256,Windows,8,699.99,1440.0,900.0,98.15702911966409,0,1,AMD Processor,AMD
Acer,15.6,32,1024,Windows,11,699.99,1920.0,1080.0,141.21199808219862,1,0,Intel Core i5,NVIDIA
Lenovo,14.0,16,256,Windows,3.08,293.99,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
HP,15.6,32,512,Windows,3.75,699.99,1920.0,1080.0,141.21199808219862,0,1,Intel Core i7,Intel 
Dell,13.3,4,128,Windows,3.4,699.99,1920.0,1080.0,165.6321180513006,0,1,Intel Core i5,Intel 
HP,15.6,4,500,Windows,4.52,366.0,1920.0,1080.0,141.21199808219862,0,0,AMD Processor,AMD
HP,14.0,4,32,Chrome OS,4.84,189.99,1366.0,768.0,111.93520355955211,0,0,Celeron Processor,Intel 
LG,16.0,32,2048,Windows,2.64,1846.99,2560.0,1600.0,188.67962264113208,0,0,Intel Core i7,Intel 
ASUS,15.6,8,512,Windows,4.6,999.99,1920.0,1080.0,141.21199808219862,1,0,AMD Processor,NVIDIA
Dell,14.0,16,512,Windows,4.34,2032.99,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
HP,15.6,8,256,Windows,8,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i7,Intel 
Lenovo,15.6,16,512,Windows,5.95,809.99,1920.0,1080.0,141.21199808219862,0,0,AMD Processor,AMD
Dell,15.6,8,256,Windows,4.06,1802.92,1920.0,1200.0,145.1381712624093,0,0,Intel Core i5,NVIDIA
HP,14.0,16,512,Windows,3.02,699.99,1920.0,1080.0,157.3505121487356,0,0,AMD Processor,AMD
Lenovo,16.0,32,1024,Windows,4,3645.0,3840.0,2400.0,283.0194339616981,0,0,Intel Core i9,NVIDIA
HP,13.3,16,256,Windows,3.94,1894.99,1920.0,1200.0,170.23725351079585,0,0,Intel Core i5,Intel 
Dell,13.3,8,128,Windows,5.49,699.99,1920.0,1080.0,165.6321180513006,0,0,Intel Core i5,Intel 
Lenovo,14.0,40,1024,Windows,7,699.99,2240.0,1400.0,188.67962264113206,0,0,Intel Core i7,Intel 
ASUS,13.3,8,256,Others/Linux/Mac OS,2.65,426.49,1920.0,1080.0,165.6321180513006,0,0,Intel Core i7,Intel 
Acer,14.0,8,512,Windows,3.31,828.24,1920.0,1080.0,157.3505121487356,0,0,Intel Core i5,Intel 
ASUS,15.6,8,512,Windows,3.97,1399.0,1920.0,1080.0,141.21199808219862,0,0,Intel Core i5,Intel 
Dell,13.3,16,256,Windows,3.64,1745.99,1920.0,1080.0,165.6321180513006,0,0,Intel Core i7,Intel 
Acer,14.0,16,512,Windows,2.65,750.0,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
ASUS,15.6,4,1024,Windows,3.75,275.0,1920.0,1080.0,141.21199808219862,0,0,Celeron Processor,AMD
Lenovo,15.6,4,500,Windows,4.19,697.0,1920.0,1080.0,141.21199808219862,0,0,Intel Core i3,Intel 
Dell,15.6,16,512,Windows,5,699.99,1920.0,1080.0,141.21199808219862,0,0,Intel Core i5,Intel 
Dell,13.3,16,256,Windows,5.15,1400.95,1920.0,1080.0,165.6321180513006,0,0,Intel Core i7,Intel 
Acer,14.0,8,1024,Windows,8,499.99,1920.0,1080.0,157.3505121487356,0,0,Intel Core i7,Intel 
Lenovo,15.6,8,256,Windows,4.39,658.28,1366.0,768.0,100.45466986113651,0,0,Intel Core i7,AMD
